編輯總資料庫
,成語,出處,頻次
45635,謹小慎微,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[U]:同義反義成語詞典
[AB]:漢英對照成語辭典",6
45636,謹毛失貌,"[D]:簡明實用成語辭典
[G(2)]:實用成語辭典
[V]:中國成語大辭典",3
45637,謹言慎行,"[E]:成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[O(上)]:讀成語寫作文(上)(下)
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典",11
45638,謹防扒手,"[AB]:漢英對照成語辭典",1
45639,謹依來命,"[AC]:成語典",1
45640,謹終追遠,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
45641,謾上下謾下,"[B]:中國成語大辭典",1
45642,謾上不謾下,"[K]:中國成語大辭典
[AC]:成語典",2
45643,謾天昧地,"[K]:中國成語大辭典",1
45644,謾天謊,"[J]:漢語成語考釋詞典",1
45645,謾天謾地,"[B]:中國成語大辭典
[AC]:成語典",2
45646,謾心昧己,"[J]:漢語成語考釋詞典",1
45647,豐上銳下,"[B]:中國成語大辭典
[V]:中國成語大辭典
[AC]:成語典",3
45648,豐千饒舌,"[B]:中國成語大辭典",1
45649,豐干饒舌,"[J]:漢語成語考釋詞典
[AC]:成語典",2
45650,豐功厚利,"[K]:中國成語大辭典",1
45651,豐功偉烈,"[J]:漢語成語考釋詞典
[V]:中國成語大辭典",2
45652,豐功偉業,"[K]:中國成語大辭典",1
45653,豐功偉跡,"[H]:活用造句辭典(成語部分)",1
45654,豐功偉績,"[E]:成語辭典
[G(2)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[U]:同義反義成語詞典
[W]:成語大辭典(上)(下)
[AC]:成語典",9
45655,豐功盛烈,"[K]:中國成語大辭典",1
45656,豐功稔歲,"[K]:中國成語大辭典",1
45657,豐功懋烈,"[K]:中國成語大辭典",1
45658,豐年補敗,"[J]:漢語成語考釋詞典",1
45659,豐肌秀骨,"[J]:漢語成語考釋詞典",1
45660,豐肌弱骨,"[G(2)]:實用成語辭典
[J]:漢語成語考釋詞典
[S]:活用成語分類辭典(上)(下)
[AC]:成語典",4
45661,豐肌膩理,"[J]:漢語成語考釋詞典",1
45662,豐衣足食,"[B]:中國成語大辭典
[E]:成語辭典
[G(2)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典",15
45663,豐衣美食,"[J]:漢語成語考釋詞典",1
45664,豐亨橡大,"[J]:漢語成語考釋詞典",1
45665,豐亨豫大,"[K]:中國成語大辭典
[AC]:成語典",2
45666,豐沛子弟,"[G(2)]:實用成語辭典
[S]:活用成語分類辭典(上)(下)
[AC]:成語典",3
45667,豐足,"[J]:漢語成語考釋詞典",1
45668,豐取刻與,"[B]:中國成語大辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[V]:中國成語大辭典
[AC]:成語典",5
45669,豐姿冶麗,"[K]:中國成語大辭典",1
45670,豐姿綽約,"[K]:中國成語大辭典",1
45671,豐容盛鬋,"[B]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[V]:中國成語大辭典
[AC]:成語典",5
45672,豐容靚飾,"[K]:中國成語大辭典",1
45673,豐神異彩,"[K]:中國成語大辭典",1
45674,豐神綽約,"[K]:中國成語大辭典",1
45675,豐富多采,"[K]:中國成語大辭典
[P(下)]:成語分類辭典(上)(下)
[AB]:漢英對照成語辭典",3
45676,豐筋多力,"[B]:中國成語大辭典
[AC]:成語典",2
45677,豐草長林,"[J]:漢語成語考釋詞典",1
45678,豐幹饒舌,"[AA]:成語典故文選(上)(下)",1
45679,豐標不凡,"[K]:中國成語大辭典",1
45680,豐頰,"[O(下)]:讀成語寫作文(上)(下)",1
45681,贅疣,"[J]:漢語成語考釋詞典",1
45682,蹙國喪師,"[K]:中國成語大辭典",1
45683,蹙額攢眉,"[J]:漢語成語考釋詞典",1
45684,蹝兩家船,"[J]:漢語成語考釋詞典",1
45685,蹟有煩言,"[J]:漢語成語考釋詞典",1
45686,蹟嘖稱羨,"[J]:漢語成語考釋詞典",1
45687,蹟嘖稱賞,"[J]:漢語成語考釋詞典",1
45688,蹟嘖樂道,"[J]:漢語成語考釋詞典",1
45689,蹣跚而行,"[I]:實用分類學生成語辭典(上)(下)
[S]:活用成語分類辭典(上)(下)",2
45690,蹤跡詭秘,"[K]:中國成語大辭典",1
45691,蹦蹦跳跳,"[AB]:漢英對照成語辭典",1
45692,轉凡為聖,"[B]:中國成語大辭典",1
45693,轉斗千里,"[K]:中國成語大辭典",1
45694,轉日回天,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
45695,轉危為安,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[L]:小叮噹漫書成語小百科(1)~(10)
[N]:遠流活用成語辭典
[S]:活用成語分類辭典(上)(下)
[U]:同義反義成語詞典
[V]:中國成語大辭典",13
45696,轉地療養,"[I]:實用分類學生成語辭典(上)(下)",1
45697,轉死溝渠,"[K]:中國成語大辭典",1
45698,轉死溝壑,"[K]:中國成語大辭典",1
45699,轉災為祥,"[J]:漢語成語考釋詞典",1
45700,轉災為福,"[K]:中國成語大辭典",1
45701,轉念之間,"[AB]:漢英對照成語辭典",1
45702,轉怒為喜,"[J]:漢語成語考釋詞典",1
45703,轉盼生姿,"[J]:漢語成語考釋詞典",1
45704,轉側,"[J]:漢語成語考釋詞典",1
45705,轉側不安,"[U]:同義反義成語詞典",1
45706,轉敗為功,"[B]:中國成語大辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)
[AC]:成語典",6
45707,轉敗為成,"[K]:中國成語大辭典",1
45708,轉敗為勝,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)
[N]:遠流活用成語辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[AB]:漢英對照成語辭典",6
45709,轉眼之間,"[K]:中國成語大辭典",1
45710,轉移視,"[AB]:漢英對照成語辭典",1
45711,轉悲為喜,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[U]:同義反義成語詞典",3
45712,轉嗔為喜,"[J]:漢語成語考釋詞典",1
45713,轉愁為喜,"[K]:中國成語大辭典",1
45714,轉意回心,"[J]:漢語成語考釋詞典",1
45715,轉禍為福,"[B]:中國成語大辭典
[G(2)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[V]:中國成語大辭典
[AC]:成語典",7
45716,轉戰千里,"[K]:中國成語大辭典",1
45717,轉瞬之間,"[K]:中國成語大辭典
[V]:中國成語大辭典
[AB]:漢英對照成語辭典",3
45718,轉輾反側,"[K]:中國成語大辭典",1
45719,轉懮成喜,"[J]:漢語成語考釋詞典",1
45720,轉懮為喜,"[K]:中國成語大辭典",1
45721,轉轉相因,"[K]:中國成語大辭典",1
45722,轉彎抹角,"[E]:成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[W]:成語大辭典(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典",8
45723,邈不可及,"[J]:漢語成語考釋詞典",1
45724,邈若山河,"[K]:中國成語大辭典
[V]:中國成語大辭典",2
45725,醫時救弊,"[K]:中國成語大辭典",1
45726,醫得病，醫不得命,"[AB]:漢英對照成語辭典",1
45727,醫術湛深,"[S]:活用成語分類辭典(上)(下)",1
45728,醫德可欽,"[S]:活用成語分類辭典(上)(下)",1
45729,醫瘡剜肉,"[J]:漢語成語考釋詞典",1
45730,醫藥罔效,"[V]:中國成語大辭典",1
45731,釐降徵祥,"[S]:活用成語分類辭典(上)(下)",1
45732,鎖諫,"[A]:彩圖典故辭典(精)",1
45733,闐其無人,"[J]:漢語成語考釋詞典",1
45734,闐寂無人,"[J]:漢語成語考釋詞典",1
45735,闔門卻掃,"[J]:漢語成語考釋詞典",1
45736,闔門掃軌,"[J]:漢語成語考釋詞典",1
45737,闖下彌天大禍,"[AB]:漢英對照成語辭典",1
45738,闖禍生非,"[J]:漢語成語考釋詞典",1
45739,隳肝瀝膽,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
45740,隳家破產,"[J]:漢語成語考釋詞典",1
45741,隳節敗名,"[K]:中國成語大辭典",1
45742,雙心一意,"[J]:漢語成語考釋詞典",1
45743,雙手贊成,"[AB]:漢英對照成語辭典",1
45744,雙目失明,"[B]:中國成語大辭典",1
45745,雙虎之功,"[AC]:成語典",1
45746,雙斧伐孤樹,"[AC]:成語典",1
45747,雙斧伐枯,"[V]:中國成語大辭典",1
45748,雙斧孤樹,"[B]:中國成語大辭典",1
45749,雙星並耀,"[S]:活用成語分類辭典(上)(下)",1
45750,雙柑斗酒,"[K]:中國成語大辭典
[AA]:成語典故文選(上)(下)",2
45751,雙重人格,"[T]:成語辨正辭典",1
45752,雙飛雙宿,"[J]:漢語成語考釋詞典",1
45753,雙修福慧,"[J]:漢語成語考釋詞典",1
45754,雙拳不敵四手,"[AC]:成語典",1
45755,雙栖雙宿,"[K]:中國成語大辭典",1
45756,雙株競秀,"[S]:活用成語分類辭典(上)(下)",1
45757,雙翅颼颼,"[AC]:成語典",1
45758,雙宿雙飛,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[T]:成語辨正辭典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典",11
45759,雙眸,"[O(下)]:讀成語寫作文(上)(下)",1
45760,雙喜臨門,"[K]:中國成語大辭典",1
45761,雙管齊下,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[Q]:繪圖成語故事三百篇(上)(中)(下)
[R]:新編兒童成語小百科(1)~(12)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[X]:常用成語用法
[Z]:成語辨正辭典
[AA]:成語典故文選(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典
[AD]:洪葉活用成語辭典",22
45762,雙燕傳書,"[AA]:成語典故文選(上)(下)",1
45763,雙雕一箭,"[J]:漢語成語考釋詞典",1
45764,雙瞳如水,"[J]:漢語成語考釋詞典",1
45765,雙瞳如豆,"[J]:漢語成語考釋詞典",1
45766,雙瞳剪水,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[O(下)]:讀成語寫作文(上)(下)",5
45767,雙瞳翦水,"[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[T]:成語辨正辭典
[V]:中國成語大辭典
[AC]:成語典",5
45768,雙鯉,"[AD]:洪葉活用成語辭典",1
45769,雙鵰一箭,"[J]:漢語成語考釋詞典",1
45770,雛鳳清於老鳳,"[J]:漢語成語考釋詞典",1
45771,雛鳳清於老鳳聲,"[P(下)]:成語分類辭典(上)(下)",1
45772,雛鳳聲清,"[G(2)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[AC]:成語典",4
45773,雜七雜八,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)",3
45774,雜目無章,"[I]:實用分類學生成語辭典(上)(下)",1
45775,雜湊成章,"[B]:中國成語大辭典
[G(2)]:實用成語辭典
[AC]:成語典",3
45776,雜亂無序,"[J]:漢語成語考釋詞典",1
45777,雜亂無韋,"[AC]:成語典",1
45778,雜亂無章,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AB]:漢英對照成語辭典",13
45779,雜糅,"[P(上)]:成語分類辭典(上)(下)",1
45780,雞口牛後,"[B]:中國成語大辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[T]:成語辨正辭典
[V]:中國成語大辭典
[X]:常用成語用法
[Z]:成語辨正辭典
[AD]:洪葉活用成語辭典",9
45781,雞囗牛後,"[AC]:成語典",1
45782,雞尸牛從,"[B]:中國成語大辭典
[AC]:成語典",2
45783,雞不及鳳,"[K]:中國成語大辭典",1
45784,雞手稱慶,"[T]:成語辨正辭典",1
45785,雞毛蒜皮,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典",10
45786,雞犬不留,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典",11
45787,雞犬不寧,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(下)]:成語分類辭典(上)(下)
[Q]:繪圖成語故事三百篇(上)(中)(下)
[R]:新編兒童成語小百科(1)~(12)
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典
[AD]:洪葉活用成語辭典",18
45788,雞犬不驚,"[B]:中國成語大辭典
[K]:中國成語大辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典",4
45789,雞犬之聲相聞,"[AB]:漢英對照成語辭典",1
45790,雞犬之聲相聞，而老死不相往來,"[AB]:漢英對照成語辭典",1
45791,雞犬升天,"[AD]:洪葉活用成語辭典",1
45792,雞犬相聞,"[D]:簡明實用成語辭典
[G(2)]:實用成語辭典
[AC]:成語典",3
45793,雞犬桑麻,"[K]:中國成語大辭典",1
45794,雞犬無寧,"[J]:漢語成語考釋詞典",1
45795,雞犬新豐,"[A]:彩圖典故辭典(精)",1
45796,雞皮疙疸,"[AC]:成語典",1
45797,雞皮疙瘩,"[S]:活用成語分類辭典(上)(下)",1
45798,雞皮鶴發,"[K]:中國成語大辭典",1
45799,雞皮鶴髮,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[N]:遠流活用成語辭典
[R]:新編兒童成語小百科(1)~(12)
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典",14
45800,雞伏鵠卵,"[K]:中國成語大辭典",1
45801,雞肋,"[A]:彩圖典故辭典(精)
[P(下)]:成語分類辭典(上)(下)",2
45802,雞走狗,"[AC]:成語典",1
45803,雞爭鵝,"[AC]:成語典",1
45804,雞爭鵝鬥,"[B]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)",2
45805,雞爭鵝髮,"[B]:中國成語大辭典",1
45806,雞屍牛從,"[K]:中國成語大辭典",1
45807,雞飛狗走,"[K]:中國成語大辭典
[N]:遠流活用成語辭典",2
45808,雞飛狗跳,"[S]:活用成語分類辭典(上)(下)
[U]:同義反義成語詞典",2
45809,雞飛蛋打,"[B]:中國成語大辭典
[E]:成語辭典
[K]:中國成語大辭典",3
45810,雞骨支,"[AC]:成語典",1
45811,雞骨支床,"[G(2)]:實用成語辭典
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)",3
45812,雞蛋裡挑骨頭,"[M]:(小學生語文學習文庫)成語中的知識第一輯(一)~(四)加附錄
[O(下)]:讀成語寫作文(上)(下)
[S]:活用成語分類辭典(上)(下)",3
45813,雞蛋碰石頭,"[AB]:漢英對照成語辭典",1
45814,雞豚同社,"[G(2)]:實用成語辭典
[AC]:成語典",2
45815,雞窗,"[A]:彩圖典故辭典(精)",1
45816,雞黍,"[A]:彩圖典故辭典(精)",1
45817,雞群,"[J]:漢語成語考釋詞典",1
45818,雞群之鶴,"[J]:漢語成語考釋詞典",1
45819,雞群鶴立,"[J]:漢語成語考釋詞典",1
45820,雞零狗碎,"[B]:中國成語大辭典
[E]:成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典
[V]:中國成語大辭典",6
45821,雞腿打來牙鉸軟,"[AB]:漢英對照成語辭典",1
45822,雞鳳共食,"[S]:活用成語分類辭典(上)(下)",1
45823,雞鳴月落,"[S]:活用成語分類辭典(上)(下)",1
45824,雞鳴犬吠,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)
[V]:中國成語大辭典",3
45825,雞鳴而起,"[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典
[V]:中國成語大辭典",3
45826,雞鳴即起,"[AB]:漢英對照成語辭典",1
45827,雞鳴狗吠,"[AC]:成語典",1
45828,雞鳴狗盜,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[R]:新編兒童成語小百科(1)~(12)
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[W]:成語大辭典(上)(下)
[Z]:成語辨正辭典
[AA]:成語典故文選(上)(下)
[AC]:成語典
[AD]:洪葉活用成語辭典",18
45829,雞鳴起舞,"[J]:漢語成語考釋詞典",1
45830,雞膚鶴發,"[K]:中國成語大辭典",1
45831,雞膚鶴髮,"[AF]:重編國語辭典修訂本",1
45832,雞頭魚刺,"[B]:中國成語大辭典",1
45833,雞蟲得失,"[B]:中國成語大辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典
[AC]:成語典",7
45834,雞雞斷尾,"[G(2)]:實用成語辭典",1
45835,雞鶩爭食,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(2)]:實用成語辭典
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)
[AC]:成語典",6
45836,雞鶩相爭,"[K]:中國成語大辭典",1
45837,鞭尸,"[AC]:成語典",1
45838,鞭不及腹,"[K]:中國成語大辭典",1
45839,鞭石,"[A]:彩圖典故辭典(精)",1
45840,鞭長,"[J]:漢語成語考釋詞典",1
45841,鞭長不及馬腹,"[J]:漢語成語考釋詞典
[AC]:成語典",2
45842,鞭長莫及,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(下)]:成語分類辭典(上)(下)
[R]:新編兒童成語小百科(1)~(12)
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[X]:常用成語用法
[AA]:成語典故文選(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典
[AD]:洪葉活用成語辭典",20
45843,鞭屍,"[A]:彩圖典故辭典(精)",1
45844,鞭約近里,"[J]:漢語成語考釋詞典",1
45845,鞭約近裡,"[J]:漢語成語考釋詞典",1
45846,鞭笞天下,"[B]:中國成語大辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典
[T]:成語辨正辭典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典",8
45847,鞭苔天下,"[S]:活用成語分類辭典(上)(下)",1
45848,鞭辟,"[J]:漢語成語考釋詞典",1
45849,鞭辟入里,"[K]:中國成語大辭典",1
45850,鞭辟入裡,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[M]:(小學生語文學習文庫)成語中的知識第一輯(一)~(四)加附錄
[N]:遠流活用成語辭典
[O(下)]:讀成語寫作文(上)(下)
[P(下)]:成語分類辭典(上)(下)
[R]:新編兒童成語小百科(1)~(12)
[U]:同義反義成語詞典
[W]:成語大辭典(上)(下)",14
